Titre,image,mbsrp_card_photo_figcount,mbsrp_card_photo_figpost,nom,mbsrp_card_adssince,mbsrp_card_adsserved,nom_lien,nom1,motclé,motclé2,motclé3,motclé4,motclé5,motclé6,motclé7,motclé8,motclé9,motclé10,motclé11,champ,prix,prix12,mbsrp_actionbtn,mbsrp_actionbtn13
4 BHK Builder Floor for Rent in Greater Kailash 2 New Delhi,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","11
+
Photos","Posted:   Jan 03, '25 ",Agent: Krishna Estates,Operating Since: 1995,2000+ Buyers Served,,,"FURNISHING
Unfurnished","BATHROOM
3","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","SUPER AREA
400 sqyrd","FLOOR
Ground out of 1","BATHROOM
3",,,,,,"₹
2 Lac",See other charges,Contact Agent ,Get Phone No. 
2 BHK Builder Floor for Rent in Ramesh Nagar New Delhi,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","10
+
Photos","Posted:   Jan 04, '25 ",Agent: Kumar Properties,Operating Since: 2019,1500+ Buyers Served,,,"FURNISHING
Semi-Furnished","BATHROOM
2","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","CARPET AREA
900 sqft","FLOOR
2 out of 4","FACING
North - East","OVERLOOKING
Main Road","BATHROOM
2","BALCONY
2",,,"₹
25,000",Security Deposit,Contact Agent ,Get Phone No. 
2 BHK Builder Floor for Rent in Gautam Nagar New Delhi,https://img.staticmb.com/mbphoto/property/cropped_images/2019/Oct/11/Photo_h300_w450/41105703_2_1570684338826-297_300_450.jpg,"8
+
Photos","Posted:   Jan 08, '25 ",Agent: Rama ,,11500+ Buyers Served,,,"FURNISHING
Furnished","BATHROOM
2","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
850 sqft","FLOOR
4 out of 4","FACING
South","OVERLOOKING
Main Road","BATHROOM
2","BALCONY
1",,"Prime location of Gautam Nagar,  close to supermarket and metro station.","₹
27,000",Security Deposit,Contact Agent ,Get Phone No. 
3 BHK Builder Floor for Rent in Anand Niketan New Delhi,https://img.staticmb.com/mbphoto/property/cropped_images/2024/May/16/Photo_h300_w450/72498769_1_PropertyImage477-886531451992_300_450.jpg,"2
+
Photos","Posted:   Jan 07, '25 ",Agent: Royal Culture Estate,Operating Since: 2000,100+ Buyers Served,,,"FURNISHING
Unfurnished","BATHROOM
4","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
2000 sqft","FLOOR
2 out of 3","FACING
North - East","OVERLOOKING
Garden/Park, Pool, Main Road","BATHROOM
4","BALCONY
6",,beautiful Ultra luxury Builder floor available for rent at Prime location of Anand Niketan 3 bedroom 4 bathroom  corner Park facing Vastu per fact with ample car parking space reserve car parking with lift The monthly maintenance is Rs 5000/-.,"₹
1.5 Lac",Security Deposit,Contact Agent ,Get Phone No. 
2 BHK Builder Floor for Rent in Lajpat Nagar 4 New Delhi,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","5
+
Photos","Posted:   Jan 08, '25 ",Agent: Kripa Associates,Operating Since: 2016,29500+ Buyers Served,,,"FURNISHING
Furnished","BATHROOM
2","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
999 sqft","FLOOR
1 out of 3","FACING
South","OVERLOOKING
Main Road, Garden/Park","BATHROOM
2","BALCONY
2",,2bhk available for rent in Lajpat Nagar 4 near Vinoba Puri metro station and Moolchand metro station,"₹
35,000",See other charges,Contact Agent ,Get Phone No. 
"2 BHK Apartment for Rent in Hindustan Times Apartment, Mayur Vihar 1 New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","7
+
Photos","Posted:   Jan 06, '25 ",Agent: Lucky Property,,6500+ Buyers Served,https://www.magicbricks.com/hindustan-times-apartment-mayur-vihar-1-new-delhi-pdpid-4d4235303833393036,Hindustan Times Apartment,"FURNISHING
Furnished","BATHROOM
2","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","CARPET AREA
900 sqft","FLOOR
2 out of 4","FACING
North - East","SOCIETY
Hindustan Times Apartment","BATHROOM
2","BALCONY
2",,This is a well maintained 2 BHK society flat located at 2nd floor in Hindustan times apartment Mayur Vihar 1. The monthly maintenance is Rs 1500/-.,"₹
45,000",Security Deposit,Contact Agent ,Get Phone No. 
"1 BHK Apartment for Rent in DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","24
+
Photos","Posted:   Jan 08, '25 ",Agent: Subodh  Rawat,,11500+ Buyers Served,https://www.magicbricks.com/dda-flats-sarita-vihar-sarita-vihar-new-delhi-pdpid-4d4235303331393437,DDA Flats Sarita Vihar,"FURNISHING
Furnished","BATHROOM
1","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
200 sqft","FLOOR
4 out of 4","FACING
South - East","OVERLOOKING
Main Road","SOCIETY
DDA Flats Sarita Vihar","OWNERSHIP
Freehold","BATHROOM
1",well maintained The monthly maintenance is Rs 300/-.,"₹
12,000",Security Deposit,Contact Agent ,Get Phone No. 
2 BHK Builder Floor for Rent in Sant Nagar East of Kailash New Delhi,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","4
+
Photos","Posted:   Jan 08, '25 ",Agent: Khushboo Properties ,Operating Since: 2015,4000+ Buyers Served,,,"FURNISHING
Furnished","BATHROOM
2","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
900 sqft","FLOOR
2 out of 4","FACING
East","OVERLOOKING
Main Road","OWNERSHIP
Freehold","BATHROOM
2","BALCONY
2",,"₹
35,000",Security Deposit,Contact Agent ,Get Phone No. 
"3 BHK Builder Floor for Rent in RWA POCKET 2 JASOLA, Jasola Vihar New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","5
+
Photos","Posted:   Jan 09, '25 ",Agent: Sai Real Estate Service,Operating Since: 2009,2000+ Buyers Served,https://www.magicbricks.com/rwa-pocket-2-jasola-jasola-vihar-new-delhi-pdpid-4d4235323037373737,RWA POCKET 2 JASOLA,"FURNISHING
Semi-Furnished","BATHROOM
4","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","CARPET AREA
2500 sqft","FLOOR
2 out of 4","FACING
North - East","OVERLOOKING
Garden/Park","SOCIETY
RWA POCKET 2 JASOLA","BATHROOM
4","BALCONY
3",This is a dda builder floor this is a very good location and well planed by dda this is a very good location. The monthly maintenance is Rs 1000/-.,"₹
64,700",Security Deposit,Contact Agent ,Get Phone No. 
"4 BHK Builder Floor for Rent in Vigyan Lok, Anand Vihar New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","2
+
Photos","Posted:   Jan 05, '25 ",Agent: Aditya Associates,Operating Since: 2010,2500+ Buyers Served,,,"FURNISHING
Furnished","BATHROOM
4","TENANT PREFERRED
Family","AVAILABILITY
Immediately","CARPET AREA
300 sqyrd","FLOOR
3 out of 4","FACING
East","OVERLOOKING
Garden/Park, Pool, Main Road","BATHROOM
4","BALCONY
2",,,"₹
80,000",Security Deposit,Contact Agent ,Get Phone No. 
3 BHK Builder Floor for Rent in Janakpuri New Delhi,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","11
+
Photos","Posted:   Jan 10, '25 ",Agent: Cyber Construction And Property,Operating Since: 1990,1500+ Buyers Served,,,"FURNISHING
Semi-Furnished","BATHROOM
3","TENANT PREFERRED
Family","AVAILABILITY
Immediately","CARPET AREA
150 sqyrd","FLOOR
2 out of 4","FACING
North - East","OVERLOOKING
Garden/Park","BATHROOM
3","BALCONY
2",,"A beautiful 3 bhk FLOOR  in A block janakpuri, Delhi west.    It is a resale construction property in a promising locality.  This well designed property is ready to move in.  It is located on the 2nd  Floor .  The property ownership is freehold type and has a super built up area of 1350 sq.  Ft.  The price of the property is estimated at rs. 50,000 for rent .   The Flat has vitrified flooring.  With 2balconies and 3 bathrooms, the apartment has quality features such as park, visitor parking ,near Janakpuri West metro station Market and etc. The monthly maintenance is Rs 400/-.","₹
47,000",Security Deposit,Contact Agent ,Get Phone No. 
3 BHK Builder Floor for Rent in Greater Kailash 1 New Delhi,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","13
+
Photos","Posted:   Dec 12, '24 ",Agent: Realtors Hub,Operating Since: 2000,1000+ Buyers Served,,,"FURNISHING
Semi-Furnished","BATHROOM
4","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","CARPET AREA
2250 sqft","FLOOR
1 out of 4","FACING
South","OVERLOOKING
Main Road, Garden/Park","BATHROOM
4","BALCONY
2",,"3 bhk available for rent in gk 1 at amazing location. 2 covered car parking, peaceful location with lift and servant quarter","₹
1.5 Lac",Security Deposit,Contact Agent ,Get Phone No. 
4 BHK Builder Floor for Rent in Defence Colony New Delhi,,,"Posted:   Dec 19, '24 ",Agent: Defence Colony Floors,Operating Since: 2009,,,,"FURNISHING
Semi-Furnished","BATHROOM
4","TENANT PREFERRED
Bachelors/Family","OWNER RESIDES
Same Premise","AVAILABILITY
Immediately","CARPET AREA
2200 sqft","FLOOR
4 out of 4","FACING
East","OVERLOOKING
Garden/Park","BATHROOM
4","BALCONY
2","Park Facing 3bhk in C block Suitable for small family,Looking for Tenant working in MNC or Embassy.and small family. The monthly maintenance is Rs 15000/-.","₹
3.4 Lac",Security Deposit,Contact Agent ,Get Phone No. 
"3 BHK Apartment for Rent in DDA Takshila apartment, IP Extension New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","9
+
Photos","Posted:   Jan 10, '25 ",Agent: Jha Associates,Operating Since: 2000,2000+ Buyers Served,https://www.magicbricks.com/dda-takshila-apartment-ip-extension-new-delhi-pdpid-4d4235303833353639,DDA Takshila apartment,"FURNISHING
Semi-Furnished","BATHROOM
2","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
1200 sqft","FLOOR
Ground out of 4","FACING
North - East","OVERLOOKING
Garden/Park, Main Road","SOCIETY
DDA Takshila apartment","OWNERSHIP
Freehold","BATHROOM
2",this society flat available for rent on Ground floor vitrified flooring normal kitchen wooden work complete please contact for others details The monthly maintenance is Rs 2000/-.,"₹
37,000",Security Deposit,Contact Agent ,Get Phone No. 
3 BHK Builder Floor for Rent in Lajpat Nagar 2 New Delhi,,,"Posted:   Dec 20, '24 ",Agent: Balaji R Consultants,Operating Since: 2012,1500+ Buyers Served,,,"FURNISHING
Semi-Furnished","BATHROOM
3","TENANT PREFERRED
Bachelors/Family","AVAILABILITY
Immediately","CARPET AREA
1600 sqft","FLOOR
2 out of 4","FACING
North - East","OVERLOOKING
Garden/Park","BATHROOM
3","BALCONY
2",,it is samifurnished floor in prime location The monthly maintenance is Rs 2000/-.,"₹
75,000",Security Deposit,Contact Agent ,Get Phone No. 
4 BHK Builder Floor for Rent in Naraina Vihar New Delhi,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","3
+
Photos","Posted:   Dec 23, '24 ",Agent: Kochar Deals,Operating Since: 2016,500+ Buyers Served,,,"FURNISHING
Unfurnished","BATHROOM
4","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
2200 sqft","FLOOR
1 out of 4","FACING
East","OVERLOOKING
Main Road","OWNERSHIP
Freehold","BATHROOM
4","BALCONY
2",Nicely made and good location property The monthly maintenance is Rs 5000/-.,"₹
1.2 Lac",Security Deposit,Contact Agent ,Get Phone No. 
"3 BHK Apartment for Rent in East End Apartments, Mayur Vihar 1 New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","31
+
Photos",Posted:   Today,Agent: Lijhara Associates,Operating Since: 2003,2000+ Buyers Served,https://www.magicbricks.com/east-end-apartments-mayur-vihar-1-new-delhi-pdpid-4d4235303732323830,East End Apartments,"FURNISHING
Semi-Furnished","BATHROOM
2","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","SUPER AREA
1300 sqft","FLOOR
6 out of 7","FACING
North - West","OVERLOOKING
Garden/Park","SOCIETY
East End Apartments","OWNERSHIP
Freehold","BATHROOM
2","three bhk fully furnished society flat ,power back up sunfacing","₹
36,000",Security Deposit,Contact Agent ,Get Phone No. 
"4 BHK Apartment for Rent in New Rashtriya CGHS, Sector 18 Dwarka New Delhi","data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","11
+
Photos",Posted:   Yesterday,Agent: Shri Ram Property Consultant,Operating Since: 2000,100+ Buyers Served,https://www.magicbricks.com/new-rashtriya-cghs-dwarka-sector-18-new-delhi-pdpid-4d4235303334313537,New Rashtriya CGHS,"FURNISHING
Semi-Furnished","BATHROOM
3","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
1700 sqft","FLOOR
2 out of 10","FACING
North - East","OVERLOOKING
Main Road, Garden/Park","SOCIETY
New Rashtriya CGHS","BATHROOM
3","BALCONY
4",3 bhk flat available in sector 18 new reshtriya apartment dwarka new delhi 110075 The monthly maintenance is Rs 3500/-.,"₹
60,000",Security Deposit,Contact Agent ,Get Phone No. 
3 BHK Builder Floor for Rent in Shivalik Colony New Delhi,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","11
+
Photos","Posted:   Dec 29, '24 ",Agent: Arora Properties,Operating Since: 2005,4000+ Buyers Served,,,"FURNISHING
Unfurnished","BATHROOM
3","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
1600 sqft","FLOOR
2 out of 4","FACING
East","OVERLOOKING
Garden/Park","OWNERSHIP
Freehold","BATHROOM
3","BALCONY
2","200 yards ,3bhk ,3 washrooms,2nd and 3rd floor available for rent, well ventilated, natural sunlight, posh ,gated society,. The monthly maintenance is Rs 2000/-.","₹
50,000",Security Deposit,Contact Agent ,Get Phone No. 
3 BHK Apartment for Rent in Saket New Delhi,"data:image/svg+xml;base64,PD94bWwgdmVyc2lvbj0iMS4wIiBlbmNvZGluZz0iVVRGLTgiPz48c3ZnIHdpZHRoPSI5OTk5OXB4IiBoZWlnaHQ9Ijk5OTk5cHgiIHZpZXdCb3g9IjAgMCA5OTk5OSA5OTk5OSIgdmVyc2lvbj0iMS4xIiB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHhtbG5zOnhsaW5rPSJodHRwOi8vd3d3LnczLm9yZy8xOTk5L3hsaW5rIj48ZyBzdHJva2U9Im5vbmUiIGZpbGw9Im5vbmUiIGZpbGwtb3BhY2l0eT0iMCI+PHJlY3QgeD0iMCIgeT0iMCIgd2lkdGg9Ijk5OTk5IiBoZWlnaHQ9Ijk5OTk5Ij48L3JlY3Q+IDwvZz4gPC9zdmc+","12
+
Photos","Posted:   Dec 28, '24 ",Agent: Singh Real Estate,Operating Since: 2005,1500+ Buyers Served,,,"FURNISHING
Unfurnished","BATHROOM
3","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
1800 sqft","FLOOR
Ground out of 3","FACING
North - East","OVERLOOKING
Garden/Park, Main Road","OWNERSHIP
Freehold","BATHROOM
3","BALCONY
3","This is Duplex second and third floor with terrace, Spacious 4 bedrooms attached bathrooms with a big living room The monthly maintenance is Rs 500/-.","₹
65,000",Security Deposit,Contact Agent ,Get Phone No. 
4 BHK Builder Floor for Rent in Vikaspuri New Delhi,,,"Posted:   Jan 01, '25 ",Agent: Sunshine Property,Operating Since: 2010,1500+ Buyers Served,,,"FURNISHING
Semi-Furnished","BATHROOM
3","TENANT PREFERRED
Bachelors","AVAILABILITY
Immediately","CARPET AREA
250 sqyrd","FLOOR
2 out of 4","FACING
East","OVERLOOKING
Garden/Park","BATHROOM
3","BALCONY
1",,"4 BHK plus 3 bathroom, upper 1st floor, lift, parking, East facing, all work done. The monthly maintenance is Rs 1500/-.","₹
60,000",Security Deposit,Contact Agent ,Get Phone No. 
