price;price_per_sqft;photos_count;furnishing;bedroom;bathroom;tenant_preferred;availability;carpet_tot;super_tot;area;floor;num_floor;facing;overlooking;ownership;balcony;nb_caract_descript;contact;operating_since;buyers_served;titre;description
18000;20;;Semi-Furnished;2;2;Bachelors;Immediately;900;;900;2 out of 4;2;South;Garden/Park, Main Road, Pool;Freehold;1;0;Agent ;2000;1000;2 BHK Builder Floor for Rent in Laxmi Nagar New Delhi;
75000;23;;Semi-Furnished;4;4;Bachelors;Immediately;3200;;3200;4 out of 10;4;North - East;Garden/Park, Main Road;Freehold;2;168;Agent ;2000;100;4 BHK Apartment for Rent in Chitrakoot apartment sector 19 DWARKA New Delhi;Excellent work in flat near market school metro station bus stop bank ATM hospital public transport and more facilities available. The monthly maintenance is Rs 4000/-.
750000;185;20;;10;6;Bachelors/Family;Immediately;;4050;4050;3 out of 3;3;;;;3;495;Agent ;2019;100;10 BHK Service Apartment for Rent in Safdarjung Enclave New Delhi;10 BHK Independent 450 sq-yards bungalow on mix use land main road, Cibes Glass elevator installed, high ceiling height, false ceiling lights, full power back up Sudhir genset, ample parking for 1 car in covered garage, 34 cars in driveway and 4 to 5 cars outside the building, very well naturally lit, spacious and airy, high profile past tenants like embassies, MNC's, 2 floor servant quarters separate from main building with 3 bathrooms and 2 kitchens. The monthly maintenance is Rs 10000/-.
80000;73;8;Unfurnished;3;3;Bachelors;Immediately;1100;;1100;1 out of 5;1;West;Main Road;;2;71;Agent ;2010;;3 BHK Builder Floor for Rent in East Of Kailash New Delhi;1st floor 3Bhk brend new 125 yards The monthly maintenance is Rs 500/-.
70000;49;12;Unfurnished;3;1;Bachelors/Family;Immediately;1440;;1440;3 out of 3;3;North - East;Garden/Park, Main Road;;;304;Agent ;1995;;3 BHK Builder Floor for Rent in Chittaranjan Park New Delhi;New builder floor apartment with 5 star construction on first floor with big balcony and very wide road ,Having 3 spacious bedroom with attached bath room fully equipped  kitchen This builder floor apartment is made by top reputed builder of SOUTH DELHI . for more detail about this apartment please call
15000;33;15;Semi-Furnished;1;2;Bachelors/Family;Immediately;450;;450;2 out of 3;2;;Main Road;;2;2923;Owner ;;;1 BHK Apartment for Rent in Janakpuri New Delhi;Experience the vibrant neighborhood of Janakpuri, New Delhi, with this attractive 1 BHK flat/apartment available for rent. Located in a prime location, this flat offers a comfortable and convenient lifestyle.::::::::::::::::Property specifications::::::::::::::::Step into this cozy space with a carpet area of 450 sq ft, located on the second floor of a three-story building. The flat is semi-furnished, offering a comfortable and functional living space. The flooring is adorned with normal tiles, providing a classic and timeless appeal. This vastu-compliant flat faces west, allowing for ample natural light and positive energy flow. ::::::::::::::::The well-designed layout includes 1 bedroom and 1 bathroom, which serves as a common facility. The bathroom is equipped with western-style fittings and a geyser for your convenience. Two balconies, both attached to the drawing rooms, offer a picturesque view of the garden, creating a serene and relaxing atmosphere.::::::::::::::::The living cum dining area provides a spacious and versatile space to entertain guests and enjoy meals with your loved ones. A lobby and rooftop area are available, offering additional space for relaxation and recreation. The kitchen, though small in size, is functional, the kitchen in this flat is designed to be compact due to the presence of an indoor staircase that leads from the kitchen to the roof. A utility area is attached to provide for your daily needs. A piped gas connection is available for cooking convenience.::::::::::::::::Facilities::::::::::::::::Rest assured, this property prioritizes your comfort and safety. With an independent 1000-liter water tank and motor service, a continuous water supply is guaranteed. Your security is of utmost importance, as a dedicated security guard is present on the premises. In addition, CCTV cameras are strategically installed throughout the property to further enhance security measures. ::::::::::::::::Locality::::::::::::::::The flat is conveniently located near the bustling C4E Market, adding to its appeal. Nearby schools cater to the educational needs of families, and three hospitals are easily accessible for healthcare requirements. Malls and supermarkets are within a 1 km radius, offering a range of shopping options. ::::::::::::::::Public transportation is easily available, with a bus stand within walking distance. Banks and ATMs are conveniently located, with six options at a walking distance. Janakpuri East railway station is situated 2.5 km away, while Janakpuri West railway station is 2 km away. Dabri Mor (Pankha Road) railway station is also within 1 km. The local market is within walking distance, providing easy access to daily necessities.::::::::::::::::Don't miss the opportunity to rent this attractive 1 BHK flat in Janakpuri, New Delhi. Contact us now to schedule a visit and experience the comfort and convenience this property has to offer.
48000;53;14;Furnished;2;2;Bachelors;Immediately;900;;900;3 out of 4;3;North;Main Road;;2;213;Agent ;2014;100;2 BHK Builder Floor for Rent in Lajpat Nagar 1 New Delhi;2bedroom 2washroom drawing room and kitchen , third floor fully furnished property it is, good location, huge balcony, independent property it is, nearby market and walking distance from lajpat nagar metro station
15000;38;7;Semi-Furnished;2;1;Bachelors/Family;Immediately;400;;400;2 out of 4;2;East;Main Road;;;72;Agent ;2010;100;2 BHK Apartment for Rent in Munirka New Delhi;Two RK flat  , Nice flat  Marble flooring , wooden work done in Kithchen
31000;33;11;Semi-Furnished;3;2;Bachelors/Family;Immediately;950;;950;1 out of 4;1;North - East;Main Road;;1;353;Agent ;2009;21500;3 BHK Builder Floor for Rent in Mayur Vihar 1 New Delhi;3bhk independent builder flat on 1st floor,on road, available for rent in mayur vihar phase 1,near walking metro station,noida highway,national highway,top schools,hospitals,market and all,good location,locality and ventilation,24 hours water electricity supply. For more information please contact prince associates The monthly maintenance is Rs 300/-.
50000;28;16;Semi-Furnished;3;3;Bachelors/Family;Immediately;1800;;1800;2 out of 9;2;North - East;;;3;101;Agent ;2009;;3 BHK Apartment for Rent in Pragya Apartments, Sector 2 Dwarka New Delhi;Pragya apartment is a very standard society in dwarka sector 2. The monthly maintenance is Rs 3000/-.
15000;15;6;Unfurnished;3;2;Bachelors;Immediately;1000;;1000;3 out of 5;3;South;Main Road;;2;147;Agent ;2000;100;3 BHK Builder Floor for Rent in Mehrauli New Delhi;Its a 3bhk flat with covered car parking with Lift. All amenities are near by like ATM, School, Hospitals, etc The monthly maintenance is Rs 150/-.
26500;29;10;Unfurnished;2;2;Bachelors/Family;Immediately;900;;900;1 out of 3;1;North - East;Garden/Park, Main Road;;2;611;Agent ;2002;6000;2 BHK Apartment for Rent in Engineer Apartment, IP Extension New Delhi;2BHK Multistory Apartment is available for  rent The property has excellent ventilation  is blessed with natural light. Excellent connectivity Very near metro and bus station close proximity to markets schools banks ATMs hospitals Indraprastha Extension has come up to be one of the best residential localities in East Delhi with well developed infrastructure. The area is comparatively less congested with efficient connectivity to other parts of Delhi. It has schools temples parks markets and hospitals making it a self contained locality.Please Contact for more details The monthly maintenance is Rs 1300/-.
7500;25;8;Unfurnished;1;1;Bachelors/Family;Immediately;300;;300;2 out of 4;2;South;Garden/Park, Main Road;;1;35;Agent ;2010;26000;1 BHK Builder Floor for Rent in Laxmi Nagar New Delhi;Fully independent flat 1rk room set
24000;27;5;Semi-Furnished;2;2;Bachelors;Immediately;900;;900;7 out of 7;7;East;Garden/Park;;2;106;Agent ;2014;100;2 BHK Apartment for Rent in Mansara Cghs, Vasundhara Enclave New Delhi;its a Sami furnished society lift and power backup is also available The monthly maintenance is Rs 1500/-.
25000;28;10;Semi-Furnished;2;2;Bachelors/Family;Immediately;900;;900;2 out of 4;2;North - East;Main Road;;2;0;Agent ;2019;1500;2 BHK Builder Floor for Rent in Ramesh Nagar New Delhi;
26000;26;13;Semi-Furnished;2;2;Bachelors/Family;Immediately;1000;;1000;2 out of 5;2;North - East;Garden/Park, Main Road;;1;52;Agent ;2020;500;2 BHK Apartment for Rent in Saket New Delhi;brand new flat The monthly maintenance is Rs 1000/-.
85000;47;5;Unfurnished;3;3;Bachelors;Immediately;;1800;1800;1 out of 4;1;North;Garden/Park;;2;164;Agent ;1990;1000;3 BHK Builder Floor for Rent in Safdarjung Enclave New Delhi;Residential flat in safarjung enclave ::::::::3 bedroom::::3 Bathroom::::Modular Kitchen::::Two balcony ::::Fully Furnished Flat ::::Car Parking ::::Prime Locations
70000;32;14;Semi-Furnished;4;3;Bachelors;Immediately;2200;;2200;1 out of 2;1;North - East;Garden/Park;Freehold;;115;Agent ;2000;1500;4 BHK Apartment for Rent in Triveni Apartments, Sheikh Sarai New Delhi;fully renuated and walking distance from metro station  near Malviya Nagar mkt The monthly maintenance is Rs 800/-.
65000;43;11;Unfurnished;3;3;Bachelors/Family;Immediately;1500;;1500;1 out of 3;1;North - East;;;2;106;Agent ;2003;3500;3 BHK Apartment for Rent in DDA Flats Sector B Pocket 10, Vasant Kunj New Delhi;B 10 Fully renovated three bedrooms flat pls contact for more details The monthly maintenance is Rs 500/-.
58000;52;15;Unfurnished;2;2;Bachelors;Immediately;;1125;1125;1 out of 3;1;North - East;Garden/Park;Leasehold;2;138;Agent ;;3000;2 BHK Builder Floor for Rent in East Of Kailash New Delhi;This property on first floor Two Bedroom Two Bathroom Drawing Dining kitchen marble flooring facing park near metro station kailash colony
250000;125;8;Unfurnished;4;4;Bachelors/Family;Immediately;2000;;2000;3 out of 4;3;South - East;Garden/Park, Main Road;;3;92;Agent ;1985;1000;4 BHK Builder Floor for Rent in Defence Colony New Delhi;4 BHK newly constructed flat in Defence Colony for Rent. The monthly maintenance is Rs 10/-.
10000;30;2;Semi-Furnished;1;1;Bachelors;Immediately;330;;330;2 out of 5;2;East;Garden/Park, Main Road;Freehold;1;51;Agent ;2007;6500;1 BHK Builder Floor for Rent in New Ashok Nagar New Delhi;prime location The monthly maintenance is Rs 200/-.
18500;23;10;Semi-Furnished;2;2;Bachelors/Family;Immediately;800;;800;1 out of 4;1;;Garden/Park;;1;0;Agent ;2010;12500;2 BHK Builder Floor for Rent in Sector 5 Rohini New Delhi;
40000;36;12;Unfurnished;2;2;Family;Immediately;1100;;1100;3 out of 4;3;East;Garden/Park, Main Road;;2;68;Agent ;2000;8000;2 BHK Apartment for Rent in DDA Flats Munirka, Munirka New Delhi;dda flats   munirka   new delhi 3rd floor nice locality  park pacing
29000;24;5;Semi-Furnished;3;2;Bachelors/Family;Immediately;1200;;1200;2 out of 4;2;North - West;Garden/Park;;2;207;Agent ;2016;100;3 BHK Apartment for Rent in Taj Apartments, Sector 15C Rohini New Delhi;Three bhk society flat on second floor with complete wood work and maeble flooring is available for rent in rohini sector 15. We have many more options for rent and sale The monthly maintenance is Rs 2200/-.
50000;38;7;Unfurnished;3;3;Bachelors/Family;Immediately;1300;;1300;1 out of 3;1;North - East;Garden/Park;;1;112;Agent ;2005;10500;3 BHK Builder Floor for Rent in Kalyan Vihar New Delhi;3 room set 3 bathroom fully furnished set free antry near old gupta colony The monthly maintenance is Rs 1000/-.
22000;40;6;Furnished;1;1;Bachelors;Immediately;550;;550;1 out of 5;1;East;Garden/Park, Main Road;;1;0;Agent ;2015;3000;1 BHK Apartment for Rent in Phase 2 Chattarpur Enclave New Delhi;
250000;135;7;Unfurnished;3;3;Bachelors/Family;Immediately;1850;;1850;3 out of 4;3;;Garden/Park, Main Road;;2;453;Agent ;2010;1500;3 BHK Builder Floor for Rent in Defence Colony New Delhi;Beautiful residential  third floor with independent terrace available for rent in  Defence Colony  3BHK with attached bathroom, dining room, kitchen ,1 big balcony. marble flooring suitable for family and individuals. lovely atmosphere, around to clock CCTV Camera security  2 car parking reserved 1 servant quarter on terrace Vaastu perfect  near  Moat Market  monthly rent  2.50 Lac include  maintenance  charges . For more information please contact.
26500;21;13;Unfurnished;2;2;Bachelors/Family;Immediately;1280;;1280;3 out of 4;3;East;Garden/Park;;2;120;Agent ;2016;3500;2 BHK Apartment for Rent in Sarita Vihar, Mathura Road New Delhi;2 bhk flat available in good location with 2 king size bedroom with modular kitchen The monthly maintenance is Rs 500/-.
28000;31;2;Semi-Furnished;2;2;Bachelors/Family;Immediately;900;;900;Ground out of 4;0;;;;2;169;Agent ;1988;1500;2 BHK Builder Floor for Rent in Prem Nagar Janakpuri New Delhi;This is an Upper ground builder floor with lift and parking in Prem Nagar consisting of 2 bedrooms and 2 bathrooms. Well maintained, good location near to metro station.
100000;43;11;Furnished;4;4;Bachelors/Family;Immediately;2300;;2300;2 out of 4;2;North - East;Garden/Park;;3;440;Agent ;2008;2500;4 BHK Builder Floor for Rent in RWA Jasola, Jasola New Delhi;For rent 4BHK fully furnished builder floor for short and long period suitable for patient attended, family, corporate staffs etc, near by all amenities like park, mall, business hub, Apollo, forties, Jay Pee hospital, easy connected to south and center Delhi, Noida, Faridabad, Gurugram also abailble another options for rent & sale minimum and maximum price please contact for more information Thanks The monthly maintenance is Rs 2000/-.
37000;41;11;Furnished;2;2;Bachelors/Family;Immediately;900;;900;2 out of 4;2;East;Garden/Park;Freehold;2;89;Agent ;;2500;2 BHK Builder Floor for Rent in Lajpat Nagar 2 New Delhi;beautiful location near Central Market metro station The monthly maintenance is Rs 100/-.
38000;42;11;Furnished;3;2;Bachelors;Immediately;900;;900;3 out of 5;3;North - East;Garden/Park, Main Road;;1;0;Agent ;;2000;3 BHK Builder Floor for Rent in Saket New Delhi;
25000;33;3;Semi-Furnished;2;2;Bachelors;Immediately;756;;756;3 out of 3;3;North;Garden/Park;Freehold;2;172;Agent ;2010;1500;2 BHK Builder Floor for Rent in Vikaspuri New Delhi;2bhk 2bath upper 3rd lift and parking 1car parking in side 24 hours water supply near by mkt school bank and groceries shop available. The monthly maintenance is Rs 1200/-.
65000;65;5;Unfurnished;2;2;Bachelors/Family;Immediately;1000;;1000;1 out of 3;1;East;Garden/Park;Freehold;2;44;Agent ;;4500;2 BHK Builder Floor for Rent in Safdarjung Enclave New Delhi;Good flat and location, 2bhk 2bath furnished
45000;31;4;Unfurnished;2;2;Bachelors;Immediately;1440;;1440;2 out of 3;2;East;Main Road;Freehold;2;45;Agent ;2010;1500;2 BHK Builder Floor for Rent in Chittaranjan Park New Delhi;sale shop approximately 150 sqft Ground floor
35000;50;5;Semi-Furnished;2;1;Bachelors;Immediately;700;;700;2 out of 4;2;;;;2;2558;Owner ;;;2 BHK Apartment for Rent in Karol Bagh New Delhi;Embrace the chance to rent a charming 2 BHK flat in the bustling area of Karol Bagh, New Delhi. This delightful residence is perfect for those seeking a blend of comfort and convenience in an enviable location.::::::Property Specifications and Facilities::::::Step into this inviting flat, offering a generous 700 sq ft carpet area—a perfect balance of space and comfort. Conveniently situated on the 2nd floor of a well-maintained 4-story building, this home seamlessly combines accessibility with modern living. With a semi-furnished layout that includes beds and wardrobes, you have the freedom to personalize the remaining spaces to reflect your unique style.::::::As you enter, you’ll discover a spacious living and dining area, designed for both relaxation and entertaining. The flat features two thoughtfully designed bedrooms that provide a cozy retreat after a long day. The modern common bathroom is styled in a sleek western design and comes equipped with a geyser for your convenience.::::::Enjoy the added benefit of two balconies attached to the bedrooms, perfect for enjoying your morning coffee or unwinding in the evening while overlooking the open space and surrounding buildings.::::::The stylish kitchen is equipped with a platform and sink, complemented by an attached utility area for practicality. Throughout the home, elegant marble flooring adds a touch of sophistication while ensuring easy maintenance. Additionally, this apartment is Vaastu compliant and north-facing, promoting a harmonious living environment filled with positive energy.::::::Experience the convenience of open parking and a 24-hour water supply from the corporation, providing a hassle-free lifestyle. The property also features CCTV surveillance, ensuring enhanced security and peace of mind for you and your loved ones.::::::Locality::::::The flat is strategically located near BLK Hospital, placing you in the heart of a vibrant community. Within a 1 km radius, you'll find top schools, hospitals, and reputable malls, making it an ideal location for families and professionals alike.::::::Public transport options, including buses and autos, are readily available, ensuring seamless connectivity. Additionally, banks and ATMs are close by for your financial needs. The nearest railway station is just 5 km away in New Delhi, and the metro station at Rajendra Place is only 2 km away, providing excellent transport links for daily commuting.::::::Secure your dream home in this prime location and enjoy a lifestyle of unparalleled convenience and comfort!::
80000;55;14;Unfurnished;3;3;Bachelors/Family;Immediately;1450;;1450;3 out of 4;3;East;;;1;138;Agent ;2005;3500;3 BHK Builder Floor for Rent in Jangpura Extension, Jangpura New Delhi;Brand new 3BHK, 3rd floor with terrace, 1800sqft, with lift, stilt parking available in Jangpura extension...Contact us for more details..
80000;41;10;Unfurnished;3;3;Bachelors/Family;Immediately;;1953;1953;2 out of 4;2;;Garden/Park;;2;85;Agent ;2009;500;3 BHK Builder Floor for Rent in Uday Park, South Extension New Delhi;This is well maintained property with lift and carparking, and with park facing flat.
32000;30;6;Semi-Furnished;2;2;Bachelors;Immediately;1050;;1050;5 out of 7;5;North - East;Garden/Park;Freehold;;63;Agent ;1999;2000;2 BHK Apartment for Rent in Anupam Apartment, Vasundhara Enclave New Delhi;park or Road Facing flats The monthly maintenance is Rs 3500/-.
75000;38;12;Unfurnished;3;3;Bachelors;Immediately;2000;;2000;1 out of 4;1;North - East;Garden/Park, Main Road, Pool;;3;248;Agent ;2005;100;3 BHK Builder Floor for Rent in Chittaranjan Park New Delhi;South Delhi One of the best colony in Chittaranjan park  there is local shopping complex bank ATM school park metro The property boasts 3bhk with 3 washroom,huge balconies reserved parking for one car with lift The monthly maintenance is Rs 5000/-.
22000;37;13;Semi-Furnished;2;2;Bachelors/Family;Immediately;;600;600;2 out of 3;2;;;;1;0;Owner ;;;2 BHK Apartment for Rent in Sector 3 Rohini New Delhi;
32000;26;10;Semi-Furnished;3;2;Bachelors;Immediately;;1250;1250;5 out of 5;5;North - East;Garden/Park;;1;94;Agent ;2005;2000;3 BHK Apartment for Rent in Lake View Apartment, Sector 9 Rohini New Delhi;super mig flat on fifth floor with liftclean n green surrounding.excellent society to live in.
20000;22;6;Semi-Furnished;3;2;Bachelors/Family;From Feb '25;;900;900;4 out of 4;4;;;;;0;Owner ;;;3 BHK Builder Floor for Rent in Sector 28 Dwarka New Delhi;
32000;30;7;Semi-Furnished;2;2;Bachelors/Family;Immediately;1050;;1050;7 out of 7;7;;;;1;0;Agent ;2001;1500;2 BHK Apartment for Rent in DDA Ekta Gardens, IP Extension New Delhi;
25000;24;;Unfurnished;3;2;Bachelors/Family;Immediately;;1035;1035;2 out of 2;2;;;;;2818;Owner ;;;3 BHK Apartment for Rent in Dwarka New Delhi;Discover the perfect blend of luxury and comfort with this stunning 3 BHK flat available for rent in Dwarka, New Delhi. Experience a lifestyle of elegance and convenience in this vibrant locale.::::::Property Specifications::::::Nestled within the serene and verdant surroundings of Dwarka, this flat is a gem that boasts a generous super built-up area of 115 sq yards. Perched on the top floor of a modern 2-story building, it offers a tranquil living environment, ideal for those seeking solace from the hustle and bustle of city life. The premium vitrified tiles underfoot not only exude elegance but also provide a comforting touch, setting the stage for your new abode. As an unfurnished canvas, this flat invites you to unleash your creativity and design the living space of your dreams!::::::The spacious living cum dining area beckons you to create lasting memories, while the three bedrooms are meticulously designed to offer utmost comfort and privacy. With two bathrooms—one attached and one common—both featuring modern western fixtures and geysers, convenience is at your fingertips.::::::The modular kitchen is a chef’s delight, designed with functionality in mind, complete with a piped gas connection and an attached utility area, transforming meal preparation into a delightful experience. Step out onto the lovely balcony attached to the bedroom, where you can savor the serene road views that enhance your daily tranquility. For those seeking a spiritual retreat, the pooja room offers a serene and dedicated space for spiritual practices, allowing you to connect with your inner peace and devotion effortlessly.::::::Facilities::::::The flat benefits from a reliable water supply from both borewell and corporation sources, complemented by 100% power backup for uninterrupted comfort. Security is ensured with a vigilant security guard and CCTVs installed throughout the premises. For added convenience, the building is equipped with essential facilities to ensure a comfortable living experience.::::::Locality::::::Situated near Ramphal Chowk, this property is surrounded by amenities that add charm and convenience to your lifestyle. With schools and hospitals within a kilometer's radius, you can ensure quality education and healthcare for your family. Malls and supermarkets in the vicinity make shopping a breeze. Banks and ATMs are conveniently located nearby, providing easy access to your financial needs. Public transport is readily available, ensuring hassle-free commuting. The Dwarka Sector 10 metro station is just 2 km away, connecting you to the rest of the city with ease.::::::Don't miss this opportunity to experience the epitome of elegance and comfort in the heart of Dwarka, New Delhi. Get in touch with us today to book a viewing and make this stunning flat your new home.::
18000;18;5;Semi-Furnished;3;3;Bachelors/Family;Immediately;;1000;1000;1 out of 4;1;;;;;2129;Owner ;;;3 BHK Builder Floor for Rent in Vishwakarma Colony, Mehrauli Badarpur Road New Delhi;Welcome to the vibrant Vishwakarma Colony in New Delhi! We are excited to present a stunning 3 BHK Builder Floor for rent in this thriving neighborhood. With its prime location and modern features, this property offers a comfortable and convenient lifestyle.::::::Property specifications and facilities::::::Spanning across a super area of 1000 sqft, this builder floor is situated on the first floor of a well-maintained 4-story building. The property is vaastu compliant and east facing, ensuring positive energy and ample natural light. The flat comes semi-furnished, providing you with essential amenities for a hassle-free living experience.::::::The thoughtfully designed floor plan encompasses three spacious bedrooms, offering privacy and tranquility. Each bedroom is equipped with an attached bathroom, featuring Western-style fixtures and geyser points for your convenience.::::::Additionally, there are two balconies - one attached to a bedroom and another linked to the living area, providing a serene view and a perfect spot to relax. The living cum dining area is spacious and inviting, perfect for entertaining guests or spending quality time with your loved ones. The modular kitchen is designed to meet all your culinary needs.::::::The flooring of this home is adorned with elegant vitrified tiles, adding a touch of sophistication to the overall aesthetic. The property features covered parking, ensuring the safety and security of your vehicle. With 24-hour water supply, a dedicated security guard, and CCTV installations, your comfort and safety are our top priorities.::::::Locality::::::Vishwakarma Colony is a landmark in itself, offering a host of amenities within close proximity. Renowned schools, hospitals, malls, and supermarkets are all within a 1 km radius, ensuring that all your daily needs are met with ease. ::::::Public transportation, including buses and autos, is readily available, making commuting a breeze. Banks and ATMs are conveniently located nearby for your financial needs. Additionally, a metro station is in close proximity, offering excellent connectivity to the rest of Delhi.
35000;29;11;Furnished;2;2;Bachelors/Family;Immediately;1200;;1200;3 out of 3;3;East;Garden/Park;;1;107;Agent ;2020;100;2 BHK Apartment for Rent in Sector 11 Rohini New Delhi;Well Furnish Brand New Floor availlable in F Block Sector  11 , Rohini The monthly maintenance is Rs 500/-.
25000;25;7;Semi-Furnished;3;2;Bachelors/Family;Immediately;;1000;1000;2 out of 4;2;South -West;;;2;0;Owner ;;;3 BHK Builder Floor for Rent in Pochanpur Colony, Dwarka New Delhi;
14000;28;4;Unfurnished;1;1;Bachelors;Immediately;500;;500;2 out of 5;2;;Main Road;;1;121;Agent ;2014;;1 BHK Apartment for Rent in Paryavaran Complex, Sainik Farm New Delhi;Ground floor and basement both are being sold together. Basement can be used for both residential and commercial purpose.
26000;19;10;Semi-Furnished;3;3;Bachelors;Immediately;1350;;1350;1 out of 4;1;East;Main Road;;2;53;Agent ;2010;;3 BHK Builder Floor for Rent in saket metro station New Delhi;greatest society The monthly maintenance is Rs 100/-.
80000;44;5;Unfurnished;3;3;Bachelors;Immediately;;1800;1800;1 out of 4;1;North - East;Garden/Park;Freehold;;285;Agent ;1996;;3 BHK Builder Floor for Rent in Nehru Enclave, Kalkaji New Delhi;Nehru enclave kalkaji park facing 200 yards builders floor 1st floor with lift with stilt parking 3 bedroom attached bathroom drawing dining lobby modular kitchen all Italian marble flooring well maintained car parking in stilt area ready to shift The monthly maintenance is Rs 1500/-.
25000;21;8;Unfurnished;3;2;Bachelors/Family;Immediately;1200;;1200;3 out of 3;3;South;;;2;129;Owner ;;;3 BHK Builder Floor for Rent in Tilak Nagar New Delhi;Upper 3rd floor 3bhk with parking without lift , with 2 bathrooms, 2 open balconies, spacious lobby, Airy rooms, proper sunlight.
17000;19;3;Semi-Furnished;2;2;Bachelors/Family;Immediately;;900;900;4 out of 4;4;;;;;0;Owner ;;;2 BHK Builder Floor for Rent in Shiv Nagar Janakpuri New Delhi;
20000;31;6;Semi-Furnished;1;1;Bachelors/Family;Immediately;650;;650;4 out of 4;4;;;;3;15;Owner ;;;1 BHK Apartment for Rent in Malviya Nagar New Delhi;private terrace
14999;21;12;Unfurnished;2;2;Family;Immediately;;720;720;Ground out of 2;0;North;Main Road;;;0;Owner ;;;2 BHK Builder Floor for Rent in Mahavir Enclave New Delhi;
10500;23;1;Unfurnished;1;1;Bachelors;Immediately;450;;450;1 out of 4;1;North - East;Main Road;;1;66;Owner ;;;1 BHK Builder Floor for Rent in Samaspur Village New Delhi;behind Delhi police apartment The monthly maintenance is Rs 500/-.
15000;15;11;Semi-Furnished;2;1;Bachelors/Family;Immediately;1000;;1000;4 out of 4;4;East;Garden/Park, Main Road;;1;0;Owner ;;;2 BHK Apartment for Rent in Block BW Shalimar Bagh New Delhi;
18500;46;13;Furnished;1;1;Bachelors;Immediately;400;;400;4 out of 5;4;North - West;Garden/Park;;1;53;Owner ;;;1 BHK Builder Floor for Rent in Block 9 Ramesh Nagar New Delhi;1 Bhk Independant floor, Fully furnished , both water
7500;188;5;Semi-Furnished;1;1;Bachelors/Family;Immediately;40;;40;4 out of 5;4;East;Garden/Park;;1;0;Owner ;;;1 BHK Apartment for Rent in Rajouri Garden New Delhi;
52000;24;2;Unfurnished;3;2;Bachelors/Family;Immediately;;2180;2180;2 out of 3;2;;;;;146;Owner ;;;3 BHK Builder Floor for Rent in Shalimar bagh New Delhi;Builder floor apartment is available for rent. It has covered area of 2180 sq-ft, it is a good location property. Please contact for more details.
10000;20;7;Semi-Furnished;2;1;Bachelors;Immediately;500;;500;1 out of 4;1;North;;;1;96;Owner ;;;2 BHK Apartment for Rent in Badarpur New Delhi;fully seperated 2 bhk and 1 bhk flats available with cctv and wifi.two wheeler parking available
10000;20;4;Semi-Furnished;1;1;Bachelors;Immediately;490;;490;3 out of 3;3;;Main Road;;1;69;Owner ;;;1 BHK Builder Floor for Rent in Badarpur Extension New Delhi;Semi Furnished New Construction The monthly maintenance is Rs 3000/-.
28000;35;15;Semi-Furnished;2;2;Bachelors/Family;Immediately;810;;810;3 out of 4;3;;Main Road;;;25;Owner ;;;2 BHK Builder Floor for Rent in Subhash Nagar New Delhi;2Bhk well furnished home.
10000;50;5;Semi-Furnished;;1;Bachelors/Family;Immediately;;200;200;Ground out of 4;0;South;;;;0;Owner ;;; Studio Apartment for Rent in Baljit Nagar, Patel Nagar New Delhi;
60000;60;8;Unfurnished;3;3;Bachelors;Immediately;1000;;1000;Ground out of 3;0;East;Garden/Park;;;78;Owner ;;;3 BHK Apartment for Rent in Saket New Delhi;DDA  S.F.S GF 3 bed 3 toilet Flat Saket . The monthly maintenance is Rs 500/-.
8000;18;6;Semi-Furnished;1;2;Bachelors/Family;Immediately;450;;450;3 out of 3;3;East;Garden/Park, Main Road;;2;0;Owner ;;;1 BHK Builder Floor for Rent in satyam enclave jhilmil colony Delhi_95 New Delhi;
6500;25;6;Unfurnished;1;1;Bachelors/Family;Immediately;265;;265;3 out of 4;3;South - East;Garden/Park, Main Road;;1;64;Owner ;;;1 BHK Apartment for Rent in Dakshinpuri New Delhi;on main road near 1 km distance to shaheed bhagat singh college,
18000;24;10;Semi-Furnished;3;2;Bachelors/Family;Immediately;;765;765;3 out of 3;3;;Main Road;;1;0;Owner ;;;3 BHK Apartment for Rent in Mohan Garden Uttam Nagar New Delhi;
34000;22;12;Semi-Furnished;3;2;Bachelors/Family;Immediately;;1530;1530;3 out of 3;3;;;;;0;Owner ;;;3 BHK Builder Floor for Rent in Madan Park, Punjabi Bagh New Delhi;
260000;100;11;Furnished;4;5;Bachelors/Family;Immediately;2600;;2600;1 out of 3;1;West;Main Road;;4;178;Owner ;;;4 BHK Apartment for Rent in Selcon Builder Floors, Panchsheel Park New Delhi;Multistorey apartment is available for rent. It covered area of 4500 sq-ft, it is a good location property. Please contact for more details. The monthly maintenance is Rs 5000/-.
8000;8;4;Furnished;3;2;Bachelors/Family;Immediately;1000;;1000;2 out of 4;2;;;;2;0;Owner ;;;3 BHK Apartment for Rent in Sagar Pur New Delhi;
10000;19;3;Semi-Furnished;1;1;Bachelors/Family;Immediately;;517;517;3 out of 4;3;;;;;0;Owner ;;;1 BHK Builder Floor for Rent in Sector 20 Rohini New Delhi;
